,index,club,id,first_name,last_name,country,real_position,jersey_num,birth_date,weight,height
585,596,Rennes,p79625,Abdoulaye,Diallo,Senegal,Goalkeeper,16,1992-03-30,82,191
586,597,Rennes,p28549,Rais,M'bolhi,Algeria,Goalkeeper,16,1986-04-25,83,188
587,598,Rennes,p167054,Edvinas,Gertmonas,Lithuania,Goalkeeper,30,1996-06-01,92,192
588,599,Rennes,p247439,Romain,Cagnon,France,Goalkeeper,40,1997-05-12,85,192
589,600,Rennes,p220646,Sega,Coulibaly,France,Central Defender,Unknown,1996-06-09,87,184
590,601,Rennes,p169019,Dimitri Kevin,Cavaré,Guadeloupe,Unknown,Unknown,1995-02-05,84,184
591,602,Rennes,p111002,Mehdi,Zeffane,Algeria,Full Back,2,1992-05-19,73,176
592,603,Rennes,p80357,Edson Andre,Sitoe,Mozambique,Central Defender,4,1988-09-08,79,188
593,604,Rennes,p106821,Pedro Filipe,Teodósio Mendes,Portugal,Central Defender,5,1990-10-01,78,186
594,605,Rennes,p218705,Joris,Gnagnon,France,Central Defender,5,1997-01-13,89,182
595,606,Rennes,p189791,Ramy,Bensebaini,Algeria,Central Defender,15,1995-04-16,80,187
596,607,Rennes,p84361,Ermir,Lenjani,Albania,Wing Back,17,1989-08-05,65,175
597,608,Rennes,p6701,Sylvain,Armand,France,Full Back,22,1980-08-01,82,182
598,609,Rennes,p37776,Ludovic,Baal,French Guiana,Wing Back,24,1986-05-24,75,176
599,610,Rennes,p189562,Afonso Mendes,Ribeiro Figueiredo,Portugal,Full Back,25,1993-01-06,63,169
600,611,Rennes,p217992,Jeremy,Gelin,France,Central Defender,26,1997-04-24,77,182
601,612,Rennes,p37938,Romain,Danzé,France,Full Back,29,1986-07-03,73,184
602,613,Rennes,p244754,Namakoro,Diallo,France,Full Back,36,1996-03-29,72,178
603,614,Rennes,p194299,Anthony,Ribelin,France,Winger,Unknown,1996-04-08,73,177
604,615,Rennes,p38438,Clément,Chantôme,France,Central Midfielder,Unknown,1987-09-11,71,180
605,616,Rennes,p39680,Gelson,Fernandes,Switzerland,Defensive Midfielder,6,1986-09-02,70,179
606,617,Rennes,p106551,Sanjin,Prcic,Bosnia and Herzegovina,Central Midfielder,10,1993-11-20,73,181
607,618,Rennes,p244842,James,Lea Siliki,France,Central Midfielder,12,1996-06-12,70,183
608,619,Rennes,p37962,Morgan,Amalfitano,France,Central Midfielder,18,1985-03-20,68,176
609,620,Rennes,p55948,Benjamin,André,France,Central Midfielder,21,1990-08-03,76,180
610,621,Rennes,p161472,Adrien,Hunou,France,Attacking Midfielder,23,1994-01-19,66,176
611,622,Rennes,p215755,Denis,Poha,France,Central Midfielder,28,1997-05-28,72,173
612,623,Rennes,p27669,Yoann,Gourcuff,France,Attacking Midfielder,28,1986-07-11,82,185
613,624,Rennes,p217993,Nicolas,Janvier,France,Central Midfielder,35,1998-08-11,71,171
614,625,Rennes,p221441,Sebastien,Salles-Lamonge,France,Unknown,38,1996-01-28,67,170
615,627,Rennes,p199734,Firmin Ndombe,Mubele,Congo DR,Winger,9,1994-04-17,74,175
616,628,Rennes,p161034,Wesley,Said,France,Striker,11,1995-04-19,75,171
617,629,Rennes,p42484,Giovanni,Sio,Côte d'Ivoire,Second Striker,13,1989-03-31,80,180
618,631,Rennes,p233497,Adama,Diakhaby,France,Winger,17,1996-07-05,74,188
619,632,Rennes,p52317,Kermit,Erasmus,South Africa,Second Striker,34,1990-07-08,63,167
620,633,Saint-Étienne,p214042,Anthony,Maisonnial,France,Goalkeeper,1,1998-03-23,77,187
621,634,Saint-Étienne,p38314,Stéphane,Ruffier,France,Goalkeeper,16,1986-09-27,93,188
622,635,Saint-Étienne,p37990,Jessy,Moulin,France,Goalkeeper,30,1986-01-13,88,185
623,636,Saint-Étienne,p240185,Alexis,Guendouz,France,Goalkeeper,40,1996-01-26,89,189
624,637,Saint-Étienne,p245742,Mickael,Nade,France,Unknown,Unknown,1999-03-04,Unknown,Unknown
625,638,Saint-Étienne,p115846,Jerrold,Nyemeck,France,Unknown,Unknown,1994-05-07,77,180
626,639,Saint-Étienne,p58636,Kévin,Théophile-Catherine,France,Central Defender,2,1989-10-28,84,183
627,640,Saint-Étienne,p112323,Pierre-Yves,Polomat,France,Central Defender,3,1993-12-27,78,183
628,641,Saint-Étienne,p83577,Léo,Lacroix,Switzerland,Central Defender,4,1992-02-27,85,195
629,642,Saint-Étienne,p45136,Cheikh,M'Bengue,Senegal,Full Back,12,1988-07-23,79,182
630,643,Saint-Étienne,p79237,Florentin,Pogba,Guinea,Central Defender,19,1990-08-19,93,189
631,644,Saint-Étienne,p19670,Loic,Perrin,France,Central Defender,24,1985-08-07,80,181
632,645,Saint-Étienne,p83340,Kevin,Malcuit,France,Full Back,25,1991-07-31,75,178
633,646,Saint-Étienne,p220074,Ronael,Pierre Gabriel,France,Full Back,29,1998-06-13,76,177
634,647,Saint-Étienne,p115845,Benjamin,Karamoko,France,Full Back,32,1995-05-17,77,187
635,648,Saint-Étienne,p245915,Kenny,Rocha Santos,Cape Verde Islands,Central Midfielder,Unknown,2000-01-03,67,174
636,649,Saint-Étienne,p241099,Rayan,Souici,France,Defensive Midfielder,Unknown,1998-02-28,Unknown,Unknown
637,650,Saint-Étienne,p85548,Vincent,Pajot,France,Defensive Midfielder,5,1990-08-19,68,180
638,651,Saint-Étienne,p18635,Jérémy,Clément,France,Central Midfielder,6,1984-08-26,76,180
639,652,Saint-Étienne,p83561,Bryan,Dabo,Burkina Faso,Central Midfielder,7,1992-02-18,75,187
640,653,Saint-Étienne,p86446,Benjamin,Corgnet,France,Central Midfielder,8,1987-04-06,73,180
641,654,Saint-Étienne,p43521,Henri,Saivet,Senegal,Central Midfielder,11,1990-10-26,76,174
642,655,Saint-Étienne,p173253,Habib,Maïga,Côte d'Ivoire,Defensive Midfielder,13,1996-01-01,80,181
643,656,Saint-Étienne,p96740,Jordan,Veretout,France,Central Midfielder,14,1993-03-01,67,177
644,657,Saint-Étienne,p216584,Erin,Jorge Gomes Pinheiro,Cape Verde Islands,Unknown,15,1997-07-15,82,190
645,658,Saint-Étienne,p101494,Ole,Selnaes,Norway,Central Midfielder,17,1994-07-07,77,187
646,659,Saint-Étienne,p43553,Fabien,Lemoine,France,Central Midfielder,18,1987-03-16,70,175
647,660,Saint-Étienne,p235050,Arnaud,Nordin,France,Winger,18,1998-06-17,68,170
648,661,Saint-Étienne,p67276,Romain,Hamouma,France,Winger,21,1987-03-29,76,178
649,662,Saint-Étienne,p204150,Dylan,Saint-Louis,Congo,Second Striker,Unknown,1995-04-26,77,184
650,663,Saint-Étienne,p136377,Jorge Fernando,Barbosa Intima,Guinea-Bissau,Unknown,Unknown,1995-09-21,64,171
651,664,Saint-Étienne,p422089,Lamine,Ghezali,France,Unknown,Unknown,1999-07-06,Unknown,Unknown
652,665,Saint-Étienne,p115382,Neal,Maupay,France,Striker,Unknown,1996-08-14,69,171
653,666,Saint-Étienne,p221717,Hamidou,Keyta,France,Unknown,Unknown,1994-12-17,78,186
654,667,Saint-Étienne,p51525,Nolan,Roux,France,Striker,9,1988-03-01,81,182
655,669,Saint-Étienne,p38261,Kévin,Monnet-Paquet,France,Winger,22,1988-08-19,81,184
656,670,Saint-Étienne,p63100,Alexander,Søderlund,Norway,Striker,23,1987-08-03,86,187
657,671,Saint-Étienne,p124182,Oussama,Tannane,Morocco,Winger,25,1994-03-23,80,177
658,672,Saint-Étienne,p55711,Robert,Beric,Slovenia,Striker,27,1991-06-17,83,188
659,673,Toulouse,p132197,Mauro,Goicoechea,Uruguay,Goalkeeper,1,1988-03-27,82,186
660,674,Toulouse,p74299,Marc,Vidal,France,Goalkeeper,16,1991-06-03,83,183
661,675,Toulouse,p204739,Alban,Lafont,France,Goalkeeper,40,1999-01-23,82,193
662,676,Toulouse,p217596,Kelvin,Amian,France,Full Back,2,1998-02-08,78,180
663,677,Toulouse,p120773,Yrondu,Musavu-King,Gabon,Central Defender,3,1992-01-08,81,186
664,678,Toulouse,p219924,Issa,Diop,France,Central Defender,5,1997-01-09,92,194
665,679,Toulouse,p114546,Christopher,Jullien,France,Central Defender,6,1993-03-22,88,196
666,680,Toulouse,p104359,Jean-Daniel,Akpa Akpro,Côte d'Ivoire,Full Back,7,1992-10-11,71,180
667,681,Toulouse,p145221,Issiaga,Sylla,Guinea,Full Back,12,1994-01-01,75,180
668,682,Toulouse,p229605,Clement,Michelin,France,Full Back,13,1997-05-11,63,178
669,683,Toulouse,p118910,Uros,Spajic,Serbia,Central Defender,15,1993-02-13,80,188
670,684,Toulouse,p105706,Steeve,Yago,Burkina Faso,Central Defender,20,1992-12-16,77,180
671,685,Toulouse,p49912,Dusan,Veskovac,Serbia,Central Defender,22,1986-03-16,82,187
672,686,Toulouse,p50351,Pavle,Ninkov,Serbia,Full Back,24,1985-04-20,80,181
673,687,Toulouse,p100954,François,Moubandje,Switzerland,Full Back,29,1990-06-21,74,180
674,688,Toulouse,p111678,Dominik,Furman,Poland,Central Midfielder,Unknown,1992-07-06,71,181
675,689,Toulouse,p60163,Tongo,Doumbia,Mali,Defensive Midfielder,4,1989-08-06,79,191
676,691,Toulouse,p219002,Dodi,Lukebakio,Belgium,Winger,8,1997-09-24,77,187
677,692,Toulouse,p40721,Óscar,Trejo,Argentina,Attacking Midfielder,10,1988-04-26,79,180
678,693,Toulouse,p6294,Pantxi,Sirieix,France,Central Midfielder,14,1980-10-07,70,180
679,694,Toulouse,p210462,Ibrahim,Sangaré,Côte d'Ivoire,Central Midfielder,17,1997-12-02,77,191
680,695,Toulouse,p101779,Wergiton,do Rosário Calmon,Brazil,Defensive Midfielder,19,1988-09-28,73,180
681,696,Toulouse,p61704,Jimmy,Durmaz,Sweden,Winger,21,1989-03-22,69,180
682,697,Toulouse,p194302,Yann,Bodiger,France,Central Midfielder,23,1995-02-09,80,188
683,698,Toulouse,p168434,Jessy,Pi,France,Central Midfielder,25,1993-09-24,74,180
684,699,Toulouse,p220494,Quentin,Boisgard,France,Attacking Midfielder,26,1997-03-17,75,174
685,700,Toulouse,p217597,Mathieu,Cafaro,France,Unknown,26,1997-03-25,74,178
686,701,Toulouse,p201392,Alexis,Blin,France,Defensive Midfielder,27,1996-09-16,78,184
687,702,Toulouse,p93989,Aleksandar,Pesic,Serbia,Unknown,8,1992-05-21,87,191
688,703,Toulouse,p68690,Martin,Braithwaite,Denmark,Striker,9,1991-06-05,77,180
689,704,Toulouse,p73965,Andy,Delort,France,Striker,10,1991-10-09,83,181
690,705,Toulouse,p52154,Ola,Toivonen,Sweden,Striker,11,1986-07-03,78,189
691,708,N/A,p247117,Habib,Oueslati,Tunisia,Unknown,Unknown,Unknown,Unknown,Unknown
692,709,N/A,p221442,Matteo,Petitgenet,France,Goalkeeper,Unknown,1997-05-21,75,180
693,710,N/A,p243742,Ronan,Touzet,France,Unknown,Unknown,1997-11-05,Unknown,Unknown
694,711,N/A,p101232,Jonas-Henrique,Pessalli,Brazil,Unknown,Unknown,1990-09-24,73,180
695,712,N/A,p44408,Ibrahima,Diallo,Guinea,Full Back,Unknown,1985-09-26,78,180
696,713,N/A,p107613,Romain,Saïss,Morocco,Defensive Midfielder,28,1990-03-26,80,190
697,714,N/A,p242165,Lucas,Triki,France,Unknown,Unknown,1998-05-06,75,177
698,715,N/A,p203025,Julien,Benhaim,France,Unknown,Unknown,1996-10-25,75,180
699,716,N/A,p95461,Thievy,Bifouma Koulossa,Congo,Striker,13,1992-05-13,80,180
700,719,N/A,p106272,Isaac,Thelin,Sweden,Striker,Unknown,1992-06-24,82,189
701,720,N/A,p242514,Christopher,Operi,France,Unknown,Unknown,1997-04-29,73,182
702,722,N/A,p50148,Johan,Gastien,France,Central Midfielder,22,1988-01-25,66,181
703,723,N/A,p110347,Quentin,Bernard,France,Unknown,5,1989-07-07,77,184
704,724,N/A,p210207,Fousseni,Diabaté,Mali,Unknown,Unknown,1995-10-18,60,175
705,725,N/A,p219100,Alexis,Mane,France,Unknown,Unknown,1997-04-30,72,188
706,726,N/A,p235215,Victor,Mouangue Kingue,France,Unknown,Unknown,1998-03-08,63,172
707,727,N/A,p48603,Ronnie,Schwartz,Denmark,Striker,Unknown,1989-08-29,80,183
708,728,N/A,p232173,Clement,Petrel,France,Goalkeeper,Unknown,1997-03-20,78,181
709,729,N/A,p245632,Olivier,Lesueur,France,Unknown,Unknown,1997-07-11,Unknown,Unknown
710,730,N/A,p247036,Ryad,Habbas,France,Unknown,Unknown,1997-07-16,Unknown,Unknown
711,731,N/A,p245633,Emmanuel,Debordeaux,France,Unknown,Unknown,1993-03-22,Unknown,Unknown
712,733,N/A,p61529,Ryan,Mendes da Graça,Cape Verde Islands,Second Striker,20,1990-01-08,73,175
713,736,N/A,p31878,Renato,Civelli,Argentina,Central Defender,5,1983-10-14,92,195
714,737,N/A,p202675,Benjamin,Pavard,France,Unknown,28,1996-03-28,76,186
715,738,N/A,p128198,Sofiane,Boufal,Morocco,Unknown,7,1993-09-17,60,170
716,739,N/A,p234518,Alexandre,Lavenant,France,Unknown,Unknown,1995-03-24,Unknown,175
717,740,N/A,p131259,Moryke,Fofana,Côte d'Ivoire,Unknown,23,1991-11-23,76,178
718,741,N/A,p144660,Didier,Ndong,Gabon,Unknown,7,1994-06-17,75,179
719,742,N/A,p213400,Maxime,D'Arpino,France,Unknown,Unknown,1996-06-17,62,175
720,743,N/A,p56674,Gueida,Fofana,France,Defensive Midfielder,6,1991-05-16,74,182
721,744,N/A,p199667,Timothe,Cognat,France,Unknown,Unknown,1998-01-25,78,176
722,745,N/A,p185353,Eirik,Haugan,Norway,Central Defender,Unknown,1997-08-27,70,180
723,746,N/A,p20468,Lassana,Diarra,France,Defensive Midfielder,10,1985-03-10,73,173
724,747,N/A,p221455,Julien,Da Costa,France,Unknown,Unknown,1996-05-29,77,182
725,748,N/A,p86140,Romain,Alessandrini,France,Unknown,11,1989-04-03,70,173
726,749,N/A,p168566,Georges-Kévin,Nkoudou,France,Winger,14,1995-02-13,68,174
727,750,N/A,p240286,Moussa,Seydi,Senegal,Unknown,Unknown,1996-08-21,Unknown,Unknown
728,751,N/A,p119704,Fadil,Sido,Burkina Faso,Unknown,2,1993-04-13,65,170
729,752,N/A,p230178,Popoola,Saliu,Nigeria,Attacking Midfielder,28,1994-08-07,70,168
730,753,N/A,p115084,Kwame,Nsor,Ghana,Striker,Unknown,1992-08-01,76,188
731,755,N/A,p168435,Marcel,Tisserand,Congo DR,Central Defender,32,1993-01-10,80,190
732,756,N/A,p18693,Vagner,Silva da Souza,Brazil,Striker,39,1984-06-11,72,172
733,757,N/A,p166324,Ivan,Cavaleiro,Portugal,Winger,17,1993-10-18,73,175
734,760,N/A,p18679,Anthony,Vanden Borre,Belgium,Full Back,20,1987-10-24,78,190
735,761,N/A,p93835,Dylan,Gissi,Switzerland,Unknown,35,1991-04-27,86,191
736,763,N/A,p171101,Clément,Lenglet,France,Central Defender,2,1995-06-17,81,186
737,764,N/A,p175598,Romain,Bauchet,France,Unknown,Unknown,1994-05-02,70,174
738,765,N/A,p148616,Fernando,Aristeguieta,Venezuela,Striker,2,1992-04-09,82,187
739,766,N/A,p76507,Nicolaj,Thomsen,Denmark,Winger,23,1993-05-08,75,180
740,767,N/A,p16106,Lorik,Cana,Albania,Central Defender,5,1983-07-27,77,186
741,768,N/A,p146603,Julien,Vercauteren,Belgium,Unknown,7,1993-01-12,66,171
742,769,N/A,p244563,Joakim,Balmy,France,Unknown,Unknown,1997-09-17,64,179
743,770,N/A,p244561,William,Suaut,France,Unknown,Unknown,1996-04-11,74,180
744,772,N/A,p115363,Lucas,Rougeaux,France,Unknown,15,1994-05-10,87,185
745,773,N/A,p56842,Kevin,Gomis,France,Central Defender,5,1989-01-20,85,187
746,774,N/A,p129497,Hervin,Ongenda,France,Striker,35,1995-06-24,65,170
747,775,N/A,p225897,Fode,Ballo-Toure,France,Full Back,Unknown,1997-01-03,70,182
748,776,N/A,p41270,David,Luiz Moreira Marinho,Brazil,Central Defender,32,1987-04-22,84,189
749,777,N/A,p80710,Benjamin,Stambouli,France,Central Midfielder,4,1990-08-13,82,180
750,778,N/A,p49957,Kamil,Grosicki,Poland,Winger,10,1988-06-08,78,180
751,779,N/A,p55250,Christian,Brüls,Belgium,Attacking Midfielder,37,1988-09-30,74,179
752,780,N/A,p54685,Mouhamadou Habib,Habibou,Central African Republic,Unknown,38,1987-04-16,80,192
753,781,N/A,p111516,Pedro Henrique,Konzen Medina da Silva,Brazil,Unknown,18,1990-06-16,73,179
754,782,N/A,p90126,Paul-Georges,Ntep de Madiba,Cameroon,Second Striker,7,1992-07-29,75,180
755,783,N/A,p107098,Paul,Nardi,France,Goalkeeper,Unknown,1994-05-18,81,188
756,785,N/A,p40832,Anthony,Mounier,France,Winger,Unknown,1987-09-27,65,174
757,786,N/A,p244204,Benjamin,Aulagnier,France,Unknown,Unknown,1998-03-10,Unknown,Unknown
758,787,N/A,p229921,Clement,Cabaton,France,Unknown,Unknown,1996-06-06,76,187
759,788,N/A,p55134,Yohan,Mollo,France,Winger,20,1989-07-18,78,175
760,789,N/A,p243743,Quentin,Depehi,France,Unknown,Unknown,1997-06-06,70,180
761,790,N/A,p199669,Maxime,Pelican,France,Unknown,Unknown,1998-05-12,65,178
